-----------------------------------------------------------------------------------------------------

OPTICAL/UV/NIR DATA
      Time        Exposure(s)  Mag        Magerr        Filter   Telescope
       248.19290       2.0000000     2.9866165e-08     2.1065967e-09     XRT
       250.19290       2.0000000     3.3729446e-08     2.2387021e-09     XRT
       252.19290       2.0000000     3.5215326e-08     2.2874813e-09     XRT
       254.19290       2.0000000     3.1500630e-08     2.1634721e-09     XRT
       256.19290       2.0000000     3.2986510e-08     2.2139095e-09     XRT
       258.19290       2.0000000     3.0002600e-08     2.1215043e-09     XRT
       260.20537       3.0000000     2.9516386e-08     1.6956719e-09     XRT
       263.20537       3.0000000     2.7808655e-08     1.6414931e-09     XRT
       266.20537       3.0000000     2.7227289e-08     1.6242441e-09     XRT
       269.20537       3.0000000     2.8874494e-08     1.6726546e-09     XRT
       272.20537       3.0000000     2.6452136e-08     1.6009561e-09     XRT
       275.20537       3.0000000     2.6645925e-08     1.6068097e-09     XRT
       278.20537       3.0000000     2.6452136e-08     1.6009561e-09     XRT
       281.20537       3.0000000     2.5192509e-08     1.5623731e-09     XRT
       284.20537       3.0000000     2.3932886e-08     1.5228131e-09     XRT
       287.20537       3.0000000     2.6452136e-08     1.6009561e-09     XRT
       290.20537       3.0000000     2.5870770e-08     1.5832654e-09     XRT
       293.20537       3.0000000     2.4223569e-08     1.5320331e-09     XRT
       296.20537       3.0000000     2.1801212e-08     1.4534141e-09     XRT
       299.20537       3.0000000     2.2673259e-08     1.4821974e-09     XRT
       302.20537       3.0000000     2.4223569e-08     1.5320331e-09     XRT
       305.20537       3.0000000     2.5676982e-08     1.5773244e-09     XRT
       308.20537       3.0000000     2.2673259e-08     1.4821974e-09     XRT
       311.20537       3.0000000     2.5057188e-08     1.5599924e-09     XRT
       314.19107       2.0000000     2.5621805e-08     1.4867279e-09     XRT
       316.19107       2.0000000     2.2752161e-08     1.4002988e-09     XRT
       318.19107       2.0000000     2.0942331e-08     1.3434511e-09     XRT
       320.19107       2.0000000     2.0166690e-08     1.3183377e-09     XRT
       322.19107       2.0000000     2.1373243e-08     1.3572022e-09     XRT
       324.19107       2.0000000     2.0425237e-08     1.3267616e-09     XRT
       326.19107       2.0000000     1.9994324e-08     1.3126917e-09     XRT
       328.19107       2.0000000     1.8270676e-08     1.2548351e-09     XRT
       330.19107       2.0000000     2.1631790e-08     1.3653865e-09     XRT
       332.19107       2.0000000     2.1373243e-08     1.3572022e-09     XRT
       334.19107       2.0000000     2.1114696e-08     1.3489685e-09     XRT
       336.19107       2.0000000     1.7408851e-08     1.2248825e-09     XRT
       338.19107       2.0000000     1.7839763e-08     1.2399493e-09     XRT
       340.19107       2.0000000     1.9735777e-08     1.3041768e-09     XRT
       342.19107       2.0000000     1.8873953e-08     1.2753836e-09     XRT
       344.19107       2.0000000     1.8615404e-08     1.2666179e-09     XRT
       346.19107       2.0000000     1.8787770e-08     1.2724684e-09     XRT
       348.19107       2.0000000     1.7753580e-08     1.2369507e-09     XRT
       350.19107       2.0000000     1.8529223e-08     1.2636825e-09     XRT
       352.19107       2.0000000     2.1545608e-08     1.3626639e-09     XRT
       354.19107       2.0000000     1.9218682e-08     1.2869782e-09     XRT
       356.19107       2.0000000     2.0597602e-08     1.3323481e-09     XRT
       358.19107       2.0000000     1.8356857e-08     1.2577912e-09     XRT
       360.19107       2.0000000     1.9994324e-08     1.3126917e-09     XRT
       362.19107       2.0000000     2.0856149e-08     1.3406840e-09     XRT
       364.19107       2.0000000     1.7667398e-08     1.2339446e-09     XRT
       366.19107       2.0000000     1.6977939e-08     1.2096281e-09     XRT
       368.19107       2.0000000     1.8270676e-08     1.2548351e-09     XRT
       370.19107       2.0000000     1.6719392e-08     1.2003823e-09     XRT
       372.19107       2.0000000     1.4478649e-08     1.1170520e-09     XRT
       374.19107       2.0000000     1.4564831e-08     1.1203716e-09     XRT
       376.19107       2.0000000     1.7236486e-08     1.2188036e-09     XRT
       378.19107       2.0000000     1.5857568e-08     1.1690354e-09     XRT
       380.19107       2.0000000     1.5254290e-08     1.1465826e-09     XRT
       382.19107       2.0000000     1.4651014e-08     1.1236814e-09     XRT
       384.19107       2.0000000     1.5340472e-08     1.1498170e-09     XRT
       386.19107       2.0000000     1.4823378e-08     1.1302720e-09     XRT
       388.19107       2.0000000     1.5340472e-08     1.1498170e-09     XRT
       390.19107       2.0000000     1.5693049e-08     1.1632462e-09     XRT
       392.19489       2.0000000     1.4861379e-08     5.9068678e-10     XRT
       394.19489       2.0000000     1.3318730e-08     5.5835020e-10     XRT
       396.19489       2.0000000     1.3529395e-08     5.6274863e-10     XRT
       398.19489       2.0000000     1.3459173e-08     5.6128635e-10     XRT
       400.19489       2.0000000     1.3014436e-08     5.5193500e-10     XRT
       402.19489       2.0000000     1.4676351e-08     5.8611699e-10     XRT
       404.19489       2.0000000     1.4348649e-08     5.7953647e-10     XRT
       406.19489       2.0000000     1.3014436e-08     5.5193500e-10     XRT
       408.19489       2.0000000     1.3576209e-08     5.6372140e-10     XRT
       410.19489       2.0000000     1.4020948e-08     5.7288035e-10     XRT
       412.19489       2.0000000     1.3903911e-08     5.7048438e-10     XRT
       414.19489       2.0000000     1.3482580e-08     5.6177418e-10     XRT
       416.19489       2.0000000     1.3271915e-08     5.5736804e-10     XRT
       418.19489       2.0000000     1.2850585e-08     5.4844962e-10     XRT
       420.19489       2.0000000     1.3950726e-08     5.7144400e-10     XRT
       422.19489       2.0000000     1.3061250e-08     5.5292682e-10     XRT
       424.19489       2.0000000     1.3529395e-08     5.6274863e-10     XRT
       426.19489       2.0000000     1.2476068e-08     5.4039850e-10     XRT
       428.19489       2.0000000     1.3365544e-08     5.5933064e-10     XRT
       430.19489       2.0000000     1.2429254e-08     5.3938370e-10     XRT
       432.19489       2.0000000     1.2218589e-08     5.3479310e-10     XRT
       434.19489       2.0000000     1.2756955e-08     5.4644794e-10     XRT
       436.19489       2.0000000     1.2499476e-08     5.4090521e-10     XRT
       438.19489       2.0000000     1.2873992e-08     5.4894883e-10     XRT
       440.19489       2.0000000     1.2850585e-08     5.4844962e-10     XRT
       442.19489       2.0000000     1.2686733e-08     5.4494187e-10     XRT
       444.19489       2.0000000     1.2522883e-08     5.4141147e-10     XRT
       446.19489       2.0000000     1.1937701e-08     5.2861032e-10     XRT
       448.19489       2.0000000     1.2429254e-08     5.3938370e-10     XRT
       450.19489       2.0000000     1.2312218e-08     5.3683824e-10     XRT
       452.19489       2.0000000     1.1844072e-08     5.2653326e-10     XRT
       454.19489       2.0000000     1.1258891e-08     5.1336124e-10     XRT
       456.19489       2.0000000     1.2241996e-08     5.3530513e-10     XRT
       458.19489       2.0000000     1.1422742e-08     5.1708321e-10     XRT
       460.19489       2.0000000     1.1446149e-08     5.1761273e-10     XRT
       462.19489       2.0000000     1.1914294e-08     5.2809179e-10     XRT
       464.19489       2.0000000     1.2522883e-08     5.4141147e-10     XRT
       466.19489       2.0000000     1.1890887e-08     5.2757276e-10     XRT
       468.19489       2.0000000     1.1071633e-08     5.0907423e-10     XRT
       470.19489       2.0000000     1.1048225e-08     5.0853582e-10     XRT
       472.19489       2.0000000     1.1352520e-08     5.1549137e-10     XRT
       474.19489       2.0000000     1.0650302e-08     4.9929388e-10     XRT
       476.19489       2.0000000     1.1282299e-08     5.1389459e-10     XRT
       478.19489       2.0000000     1.0860968e-08     5.0420779e-10     XRT
       480.19489       2.0000000     1.1048225e-08     5.0853582e-10     XRT
       482.19489       2.0000000     9.5969757e-09     4.7396087e-10     XRT
       484.19489       2.0000000     1.1305706e-08     5.1442739e-10     XRT
       486.19489       2.0000000     9.6203827e-09     4.7453846e-10     XRT
       488.19489       2.0000000     1.0790746e-08     5.0257515e-10     XRT
       490.19489       2.0000000     1.0603488e-08     4.9819532e-10     XRT
       492.19489       2.0000000     1.0346008e-08     4.9210941e-10     XRT
       494.19489       2.0000000     1.0041713e-08     4.8481852e-10     XRT
       496.19489       2.0000000     1.1001411e-08     5.0745724e-10     XRT
       498.19489       2.0000000     9.1522381e-09     4.6284857e-10     XRT
       500.19489       2.0000000     1.0931189e-08     5.0583515e-10     XRT
       502.19489       2.0000000     1.1212077e-08     5.1229287e-10     XRT
       504.19489       2.0000000     1.0439637e-08     4.9433113e-10     XRT
       506.19489       2.0000000     1.0065121e-08     4.8538323e-10     XRT
       508.19489       2.0000000     1.0650302e-08     4.9929388e-10     XRT
       510.19489       2.0000000     9.4097174e-09     4.6931409e-10     XRT
       512.19489       2.0000000     9.1756451e-09     4.6344006e-10     XRT
       514.19489       2.0000000     9.9480850e-09     4.8255300e-10     XRT
       516.19489       2.0000000     1.0814153e-08     5.0311993e-10     XRT
       518.19489       2.0000000     1.0018306e-08     4.8425308e-10     XRT
       520.19489       2.0000000     9.2224592e-09     4.6462081e-10     XRT
       522.19489       2.0000000     9.7374198e-09     4.7741627e-10     XRT
       524.19489       2.0000000     9.9480850e-09     4.8255300e-10     XRT
       526.19489       2.0000000     1.0041713e-08     4.8481852e-10     XRT
       528.19489       2.0000000     9.3394963e-09     4.6755966e-10     XRT
       530.19489       2.0000000     9.2692742e-09     4.6579851e-10     XRT
       532.19489       2.0000000     9.6437907e-09     4.7511545e-10     XRT
       534.19489       2.0000000     9.1756451e-09     4.6344006e-10     XRT
       536.19489       2.0000000     1.0270052e-08     4.9128318e-10     XRT
       538.19319       2.0000000     9.9443529e-09     4.8294047e-10     XRT
       540.19319       2.0000000     8.6370928e-09     4.4962908e-10     XRT
       542.19319       2.0000000     9.3158885e-09     4.6696330e-10     XRT
       544.19319       2.0000000     9.1988550e-09     4.6402085e-10     XRT
       546.19319       2.0000000     8.6604990e-09     4.5023790e-10     XRT
       548.19319       2.0000000     9.2690753e-09     4.6578852e-10     XRT
       550.19319       2.0000000     9.0818206e-09     4.6105961e-10     XRT
       552.19319       2.0000000     8.8711598e-09     4.5568088e-10     XRT
       554.19319       2.0000000     7.9114830e-09     4.3032797e-10     XRT
       556.19319       2.0000000     9.1286347e-09     4.6224635e-10     XRT
       558.19319       2.0000000     9.2222612e-09     4.6461082e-10     XRT
       560.19319       2.0000000     9.0584145e-09     4.6046505e-10     XRT
       562.19319       2.0000000     8.8945669e-09     4.5628168e-10     XRT
       564.19319       2.0000000     9.1754480e-09     4.6343010e-10     XRT
       566.19319       2.0000000     9.3392956e-09     4.6754955e-10     XRT
       568.19319       2.0000000     8.9881942e-09     4.5867687e-10     XRT
